Models,Precision,Recall,F1_score
qwen3_14B_comprehensive_4,0.41044776119402987,0.4661016949152542,0.4365079365079365
qwen3_14B_comprehensive_5,0.41015625,0.4449152542372881,0.426829268292683
qwen3_14B_targeted_1,0.596958174904943,0.6652542372881356,0.6292585170340681
qwen3_14B_targeted_2,0.5909090909090909,0.6610169491525424,0.6240000000000001
qwen3_14B_targeted_3,0.5904059040590406,0.6779661016949152,0.631163708086785
qwen3_14B_targeted_4,0.5725490196078431,0.6186440677966102,0.594704684317719
qwen3_14B_targeted_5,0.5810276679841897,0.6228813559322034,0.6012269938650306
qwen3_14B_targeted_sft_1,0.8942731277533039,0.8601694915254238,0.8768898488120951
qwen3_14B_targeted_sft_2,0.9118942731277533,0.8771186440677966,0.8941684665226781
qwen3_14B_targeted_sft_3,0.8923766816143498,0.8432203389830508,0.8671023965141613
qwen3_14B_targeted_sft_4,0.9066666666666666,0.864406779661017,0.8850325379609544
qwen3_14B_targeted_sft_5,0.8826086956521739,0.8601694915254238,0.871244635193133
qwen3_235_comprehensive,0.5807860262008734,0.5635593220338984,0.5720430107526883
qwen3_235_comprehensive_modified,0.5537190082644629,0.5677966101694916,0.5606694560669457
qwen3_235_comprehensive_nothink,0.23039215686274508,0.597457627118644,0.33254716981132076
qwen3_30_comprehensive,0.18092566619915848,0.5466101694915254,0.27186512118018963
qwen3_30_comprehensive_modified,0.25553319919517103,0.538135593220339,0.34652114597544337
qwen3_30_comprehensive_nothink,0.07520143240823635,0.711864406779661,0.1360323886639676
qwen3_32B_comprehensive,0.5642023346303502,0.614406779661017,0.588235294117647
qwen3_32B_comprehensive_1,0.3170731707317073,0.4406779661016949,0.3687943262411348
qwen3_32B_comprehensive_2,0.32919254658385094,0.4491525423728814,0.3799283154121864
qwen3_32B_comprehensive_3,0.343042071197411,0.4491525423728814,0.38899082568807336
qwen3_32B_comprehensive_4,0.32,0.4406779661016949,0.37076648841354726
qwen3_32B_comprehensive_5,0.345565749235474,0.4788135593220339,0.4014209591474245
qwen3_32B_comprehensive_modified,0.5746268656716418,0.652542372881356,0.611111111111111
qwen3_32B_comprehensive_nothink,0.465625,0.6313559322033898,0.5359712230215827
qwen3_32B_targeted_1,0.4420731707317073,0.614406779661017,0.5141843971631206
qwen3_32B_targeted_2,0.45507246376811594,0.6652542372881356,0.540447504302926
qwen3_32B_targeted_3,0.44108761329305135,0.6186440677966102,0.5149911816578483
qwen3_32B_targeted_4,0.43859649122807015,0.635593220338983,0.5190311418685122
qwen3_32B_targeted_5,0.45294117647058824,0.652542372881356,0.5347222222222222
qwen3_32B_targeted_sft_1,0.9213973799126638,0.8940677966101694,0.9075268817204301
qwen3_32B_targeted_sft_2,0.9210526315789473,0.8898305084745762,0.9051724137931034
qwen3_32B_targeted_sft_3,0.9217391304347826,0.8983050847457628,0.9098712446351932
qwen3_32B_targeted_sft_4,0.9336283185840708,0.8940677966101694,0.9134199134199132
qwen3_32B_targeted_sft_5,0.9126637554585153,0.885593220338983,0.8989247311827957
qwen3_4B_comprehensive_1,0.17865429234338748,0.326271186440678,0.23088455772113942
qwen3_4B_comprehensive_2,0.18494623655913978,0.3644067796610169,0.2453637660485021
qwen3_4B_comprehensive_3,0.17540322580645162,0.3686440677966102,0.23770491803278693
qwen3_4B_comprehensive_4,0.1553030303030303,0.3474576271186441,0.21465968586387435
qwen3_4B_comprehensive_5,0.18471337579617833,0.3686440677966102,0.2461103253182461
qwen3_4B_targeted,0.3726027397260274,0.576271186440678,0.45257903494176377
qwen3_4B_targeted_1,0.3726027397260274,0.576271186440678,0.45257903494176377
qwen3_4B_targeted_2,0.38005390835579517,0.597457627118644,0.46457990115321246
qwen3_4B_targeted_3,0.3923705722070845,0.6101694915254238,0.47761194029850745
qwen3_4B_targeted_4,0.3770053475935829,0.597457627118644,0.46229508196721314
qwen3_4B_targeted_5,0.37467018469656993,0.6016949152542372,0.46178861788617886
qwen3_4B_targeted_sft_1,0.8609865470852018,0.8135593220338984,0.8366013071895425
qwen3_4B_targeted_sft_2,0.8828828828828829,0.8305084745762712,0.8558951965065502
qwen3_4B_targeted_sft_3,0.8858447488584474,0.8220338983050848,0.8527472527472528
qwen3_4B_targeted_sft_4,0.8558558558558559,0.8050847457627118,0.8296943231441049
qwen3_4B_targeted_sft_5,0.8772727272727273,0.8177966101694916,0.8464912280701756
qwen3_8B_comprehensive_1,0.2719033232628399,0.3813559322033898,0.31746031746031744
qwen3_8B_comprehensive_2,0.2939297124600639,0.3898305084745763,0.33515482695810567
qwen3_8B_comprehensive_3,0.2834890965732087,0.3855932203389831,0.3267504488330341
qwen3_8B_comprehensive_4,0.2838283828382838,0.3644067796610169,0.3191094619666048
qwen3_8B_comprehensive_5,0.2990353697749196,0.3940677966101695,0.34003656307129804
qwen3_8B_targeted_1,0.5576208178438662,0.635593220338983,0.5940594059405941
qwen3_8B_targeted_2,0.5634328358208955,0.6398305084745762,0.5992063492063492
qwen3_8B_targeted_3,0.44805194805194803,0.5847457627118644,0.5073529411764706
qwen3_8B_targeted_4,0.4702194357366771,0.635593220338983,0.5405405405405405
qwen3_8B_targeted_5,0.5923076923076923,0.652542372881356,0.6209677419354839
qwen3_8B_targeted_sft,0.8497854077253219,0.8389830508474576,0.8443496801705758
qwen3_8B_targeted_sft_1,0.8497854077253219,0.8389830508474576,0.8443496801705758
qwen3_8B_targeted_sft_2,0.8878923766816144,0.8389830508474576,0.8627450980392157
qwen3_8B_targeted_sft_3,0.8782608695652174,0.8559322033898306,0.8669527896995708
qwen3_8B_targeted_sft_4,0.8810572687224669,0.847457627118644,0.8639308855291576
qwen3_8B_targeted_sft_5,0.8620689655172413,0.847457627118644,0.8547008547008546
qwen3reasoning_235_comprehensive,0.7075471698113207,0.635593220338983,0.6696428571428572
qwen3reasoning_235_comprehensive_modified,0.7183098591549296,0.6483050847457628,0.6815144766146993
qwen3reasoning_235_comprehensive_nothink,0.7241379310344828,0.711864406779661,0.717948717948718
qwen3reasoning_30_comprehensive,0.4484848484848485,0.6271186440677966,0.5229681978798587
qwen3reasoning_30_comprehensive_modified,0.5062111801242236,0.690677966101695,0.5842293906810037
qwen3reasoning_30_comprehensive_nothink,0.25477707006369427,0.6779661016949152,0.3703703703703704
qwq32B_comprehensive,0.5555555555555556,0.6991525423728814,0.6191369606003754
qwq32B_comprehensive_modified,0.6507936507936508,0.6949152542372882,0.6721311475409837
qwq32B_comprehensive_modified_1,0.6324110671936759,0.6779661016949152,0.65439672801636
qwq32B_comprehensive_modified_2,0.6264150943396226,0.7033898305084746,0.6626746506986028
qwq32B_comprehensive_modified_3,0.6165413533834586,0.6949152542372882,0.6533864541832669
qwq32B_comprehensive_modified_4,0.6535433070866141,0.7033898305084746,0.6775510204081632
qwq32B_comprehensive_modified_5,0.6390977443609023,0.7203389830508474,0.6772908366533865
qwq32B_comprehensive_modified_sft_1,0.8557692307692307,0.7542372881355932,0.8018018018018018
qwq32B_comprehensive_modified_sft_2,0.8611111111111112,0.788135593220339,0.8230088495575221
qwq32B_comprehensive_modified_sft_3,0.8465116279069768,0.7711864406779662,0.8070953436807096
qwq32B_comprehensive_modified_sft_4,0.863013698630137,0.8008474576271186,0.8307692307692308
qwq32B_comprehensive_modified_sft_5,0.8450704225352113,0.7627118644067796,0.8017817371937639
qwq32B_comprehensive_nothink,0.5787671232876712,0.7161016949152542,0.640151515151515
qwq32B_targeted,0.5953947368421053,0.7669491525423728,0.6703703703703704
