Models,Precision,Recall,F1_score
qwen3_14B_targeted_sft_5,0.8877853881278539,0.8707110241356817,0.8685340914792969
qwen3_235_comprehensive,0.6113013698630136,0.5862198303979126,0.5808382257012394
qwen3_235_comprehensive_modified,0.5913405088062622,0.600440313111546,0.5756108047203937
qwen3_235_comprehensive_nothink,0.2524239459170966,0.5214448793215917,0.3177240680428853
qwen3_30_comprehensive,0.3176715788017158,0.5114481409001957,0.3565638302535265
qwen3_30_comprehensive_modified,0.3594289272371464,0.4964448793215916,0.3866374228643436
qwen3_30_comprehensive_nothink,0.10326515489637335,0.6170091324200913,0.15948375902217476
qwen3_32B_comprehensive,0.5406392694063927,0.590215264187867,0.5435638182213525
qwen3_32B_comprehensive_1,0.354337899543379,0.3960861056751468,0.3500563363577062
qwen3_32B_comprehensive_2,0.37226027397260275,0.4012230919765166,0.3670669513135266
qwen3_32B_comprehensive_3,0.38230593607305935,0.42142857142857143,0.3811604301330329
qwen3_32B_comprehensive_4,0.35397912589693414,0.4044031311154599,0.3549914697174971
qwen3_32B_comprehensive_5,0.37853881278538815,0.4348988910632746,0.3846977603826919
qwen3_32B_comprehensive_modified,0.559262883235486,0.6145955642530985,0.5617182284990504
qwen3_32B_comprehensive_nothink,0.4476842791911285,0.5778864970645792,0.48412413309673585
qwen3_32B_targeted_1,0.4305365296803653,0.5519406392694064,0.46350293542074367
qwen3_32B_targeted_2,0.47592139595564253,0.6260763209393346,0.5138127853881278
qwen3_32B_targeted_3,0.4623613829093281,0.5796640574037835,0.4880700349878432
qwen3_32B_targeted_4,0.4522423352902805,0.5903457273320287,0.4893933691878897
qwen3_32B_targeted_5,0.49256360078277883,0.6343933463796477,0.5273069396357067
qwen3_32B_targeted_sft_1,0.9189497716894977,0.9025114155251143,0.9011904761904762
qwen3_32B_targeted_sft_2,0.9113013698630138,0.8901826484018265,0.8931506849315068
qwen3_32B_targeted_sft_3,0.9138127853881278,0.9004566210045662,0.9010654490106544
qwen3_32B_targeted_sft_4,0.9212328767123288,0.9004566210045662,0.9038051750380517
qwen3_32B_targeted_sft_5,0.9035388127853881,0.8913242009132419,0.88896499238965
qwen3_4B_comprehensive_1,0.13474940204392258,0.23592628832354862,0.1587778147337409
qwen3_4B_comprehensive_2,0.13183718868650376,0.28276255707762554,0.16322384156738878
qwen3_4B_comprehensive_3,0.13303860952759106,0.2773972602739726,0.16624809741248098
qwen3_4B_comprehensive_4,0.1272278107373402,0.2850456621004566,0.1597376169591774
qwen3_4B_comprehensive_5,0.13524679278103935,0.2831376386170906,0.167376844252961
qwen3_4B_targeted,0.34504783648619264,0.5043215916503587,0.3888140398414371
qwen3_4B_targeted_1,0.34504783648619264,0.5043215916503587,0.3888140398414371
qwen3_4B_targeted_2,0.38158023483365944,0.5362850619699935,0.42275642926327855
qwen3_4B_targeted_3,0.4009621656881931,0.5645466405740378,0.44797238530115246
qwen3_4B_targeted_4,0.3900684931506849,0.541764514024788,0.42891587103915874
qwen3_4B_targeted_5,0.4137720156555773,0.5591161121983039,0.44468510941113687
qwen3_4B_targeted_sft_1,0.851027397260274,0.8142041748206132,0.8220106377640625
qwen3_4B_targeted_sft_2,0.857648401826484,0.8250489236790607,0.8304961780989177
qwen3_4B_targeted_sft_3,0.8848662752772343,0.8339530332681018,0.8486953685583822
qwen3_4B_targeted_sft_4,0.8418949771689498,0.8088388780169602,0.8137914596818706
qwen3_4B_targeted_sft_5,0.8578767123287672,0.8282452707110242,0.8341437101711074
qwen3_8B_comprehensive_1,0.3087328767123288,0.37496738421395953,0.3140943683409437
qwen3_8B_comprehensive_2,0.3340019569471624,0.3755381604696673,0.33199509774852237
qwen3_8B_comprehensive_3,0.33124592302674494,0.373825831702544,0.3311067795284591
qwen3_8B_comprehensive_4,0.3309360730593607,0.3604533594259621,0.32152098282235264
qwen3_8B_comprehensive_5,0.32351598173515983,0.387866927592955,0.33585314989424575
qwen3_8B_targeted_1,0.5984018264840182,0.6450260926288324,0.6012833057353605
qwen3_8B_targeted_2,0.5714285714285714,0.6097521200260926,0.5709150438602493
qwen3_8B_targeted_3,0.4884893455098934,0.5545662100456621,0.49630439955782424
qwen3_8B_targeted_4,0.5421395955642531,0.6104370515329419,0.5466140739911892
qwen3_8B_targeted_5,0.6152315720808872,0.6492498369210697,0.6106845589722302
qwen3_8B_targeted_sft,0.8409654272667971,0.8277886497064579,0.8265496679880241
qwen3_8B_targeted_sft_1,0.8409654272667971,0.8277886497064579,0.8265496679880241
qwen3_8B_targeted_sft_2,0.8784246575342466,0.8460045662100456,0.8541422048271363
qwen3_8B_targeted_sft_3,0.8840508806262232,0.8646607958251794,0.865878869988459
qwen3_8B_targeted_sft_4,0.8785388127853883,0.8570123939986954,0.8600243363941994
qwen3_8B_targeted_sft_5,0.8590182648401827,0.8543868232224396,0.8483207051700202
qwen3reasoning_235_comprehensive,0.692579908675799,0.6419275929549902,0.6542316511494594
qwen3reasoning_235_comprehensive_modified,0.7128995433789954,0.657566862361383,0.6716288277932113
qwen3reasoning_235_comprehensive_nothink,0.7357632093933464,0.7201239399869537,0.7140381308189527
qwen3reasoning_30_comprehensive,0.4438356164383561,0.5619047619047619,0.4766264557360448
qwen3reasoning_30_comprehensive_modified,0.5425146771037181,0.6608284409654273,0.5702079883586733
qwen3reasoning_30_comprehensive_nothink,0.3552644843740734,0.6047129810828441,0.4123061671304673
qwq32B_comprehensive,0.5669602087410307,0.6551206784083496,0.5874177192670343
qwq32B_comprehensive_modified,0.6562785388127854,0.6970156555772995,0.6601435094585779
qwq32B_comprehensive_modified_1,0.6238584474885844,0.652495107632094,0.6261143726897151
qwq32B_comprehensive_modified_2,0.6160958904109589,0.6741846053489888,0.6275894957401806
qwq32B_comprehensive_modified_3,0.6157534246575342,0.6610567514677104,0.625293542074364
qwq32B_comprehensive_modified_4,0.666095890410959,0.7068330071754729,0.669487932159165
qwq32B_comprehensive_modified_5,0.6270547945205479,0.6856001304631442,0.6405451473944624
qwq32B_comprehensive_modified_sft_1,0.841324200913242,0.7808708414872798,0.7939610617692809
qwq32B_comprehensive_modified_sft_2,0.8538812785388128,0.8102087410306588,0.8161887199558432
qwq32B_comprehensive_modified_sft_3,0.8304794520547946,0.7836105675146771,0.7938523424824795
qwq32B_comprehensive_modified_sft_4,0.8687214611872146,0.8306914546640575,0.8330397912589693
qwq32B_comprehensive_modified_sft_5,0.8304794520547946,0.7841813437703848,0.7901993744459498
qwq32B_comprehensive_nothink,0.5757990867579909,0.6724722765818656,0.601887534079315
qwq32B_targeted,0.620955642530985,0.7442922374429224,0.6573059360730594
